section,hscode,description,parent,level
I,030453,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",0304,6
I,030454,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)",0304,6
I,030455,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, toothfish (Dissostichus spp.)",0304,6
I,030456,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, dogfish and other sharks",0304,6
I,030457,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, rays and skates (Rajidae)",0304,6
I,030459,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5",0304,6
I,030461,"Fish fillets; frozen, tilapias (Oreochromis spp.)",0304,6
I,030462,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",0304,6
I,030463,"Fish fillets; frozen, Nile Perch (Lates niloticus)",0304,6
I,030469,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",0304,6
I,030471,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0304,6
I,030472,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)",0304,6
I,030473,"Fish fillets; frozen, coalfish (Pollachius virens)",0304,6
I,030474,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)",0304,6
I,030475,"Fish fillets; frozen, Alaska pollock (Theragra chalcogramma)",0304,6
I,030479,"Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollock",0304,6
I,030481,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",0304,6
I,030482,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0304,6
I,030483,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",0304,6
I,030484,"Fish fillets; frozen, swordfish (Xiphias gladius)",0304,6
I,030485,"Fish fillets; frozen, toothfish (Dissostichus spp.)",0304,6
I,030486,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)",0304,6
I,030487,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",0304,6
I,030488,"Fish fillets; frozen, dogfish, other sharks, rays and skates (Rajidae)",0304,6
I,030489,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",0304,6
I,030491,"Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)",0304,6
I,030492,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)",0304,6
I,030493,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",0304,6
I,030494,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)",0304,6
I,030495,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)",0304,6
I,030496,"Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks",0304,6
I,030497,"Fish meat, excluding fillets, whether or not minced; frozen, rays and skates (Rajidae)",0304,6
I,030499,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",0304,6
I,0305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before, or during the smoking process",03,4
I,030520,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",0305,6
I,030531,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",0305,6
I,030532,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",0305,6
I,030539,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",0305,6
I,030541,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",0305,6
I,030542,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",0305,6
I,030543,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",0305,6
I,030544,"Fish; smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal",0305,6
I,030549,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",0305,6
I,030551,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0305,6
I,030552,"Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",0305,6
I,030553,"Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod",0305,6
I,030554,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",0305,6
I,030559,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",0305,6
I,030561,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",0305,6
I,030562,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0305,6
I,030563,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",0305,6
I,030564,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads",0305,6
I,030569,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",0305,6
I,030571,"Fish; edible offal, shark fins",0305,6
I,030572,"Fish; edible offal, fish heads, tails and maws",0305,6
I,030579,"Fish; edible offal, other than shark fins, fish heads, tails and maws",0305,6
I,0306,"Crustaceans; in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked, cooked or not before or during smoking; in shell, steamed or boiled, whether or not chilled, frozen, dried, salted or in brine",03,4
I,030611,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",0306,6
I,030612,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",0306,6
I,030614,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",0306,6
I,030615,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",0306,6
I,030616,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",0306,6
I,030617,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",0306,6
I,030619,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",0306,6
I,030631,"Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not",0306,6
I,030632,"Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not",0306,6
I,030633,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not",0306,6
I,030634,"Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not",0306,6
I,030635,"Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not",0306,6
I,030636,"Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not",0306,6
I,030639,"Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not",0306,6
I,030691,"Crustaceans; rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",0306,6
I,030692,"Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",0306,6
I,030693,"Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",0306,6
I,030694,"Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",0306,6
I,030695,"Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",0306,6
I,030699,"Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not",0306,6
I,0307,"Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",03,4
I,030711,"Molluscs; oysters, whether in shell or not, live, fresh or chilled",0307,6
I,030712,"Molluscs; oysters, whether in shell or not, frozen",0307,6
I,030719,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",0307,6
I,030721,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",0307,6
I,030722,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen",0307,6
I,030729,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,030731,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",0307,6
I,030732,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",0307,6
I,030739,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,030742,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",0307,6
I,030743,"Molluscs; cuttle fish and squid, whether in shell or not, frozen",0307,6
I,030749,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,030751,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",0307,6
I,030752,"Molluscs; octopus (Octopus spp.), frozen",0307,6
I,030759,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,030760,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,030771,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",0307,6
I,030772,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",0307,6
I,030779,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",0307,6
I,030781,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0307,6
I,030782,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled",0307,6
I,030783,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",0307,6
I,030784,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen",0307,6
I,030787,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,030788,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,030791,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",0307,6
I,030792,"Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen",0307,6
I,030799,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",0307,6
I,0308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",03,4
I,030811,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled",0308,6
I,030812,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",0308,6
I,030819,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",0308,6
I,030821,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",0308,6
I,030822,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen",0308,6
I,030829,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process",0308,6
